Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-03077,Technology,Medium,Strategy,Developing,Workflow Automation Agent,Strategic Planning,Medium,Rule-based,53.5,Complex,Medium,High,Yes,API-based,72.7,9.16,13.8,67.4,Medium
AAI-03078,Retail,Large,IT,Early,Strategy Insights Agent,Knowledge Retrieval,Low,Rule-based,20.8,Simple,Medium,High,Yes,API-based,73.6,5.12,11.4,71.8,Medium
AAI-03079,Retail,Medium,Finance,Developing,Workflow Automation Agent,Financial Forecasting,Low,Hybrid,51.7,Simple,High,High,Yes,API-based,80.3,4.12,12.6,70.9,Medium
AAI-03080,Technology,Medium,Human Resources,Developing,Decision Support Agent,Talent Screening,Low,Hybrid,53.3,Simple,High,High,Yes,API-based,80.8,5.59,10.9,77.1,Medium
AAI-03081,Retail,Medium,Operations,Early,Customer Experience Agent,Workflow Orchestration,Low,Rule-based,31.1,Simple,High,High,Yes,Standalone,59.4,4.9,7.3,74.8,Low
AAI-03082,Technology,Small,Human Resources,Developing,Knowledge Management Agent,Talent Screening,Low,Rule-based,29.6,Simple,High,High,Yes,Standalone,70.3,5.1,4.7,78.8,Medium
AAI-03083,Retail,Small,CEO Office,Leading,Customer Experience Agent,Strategic Planning,Medium,Hybrid,79.9,Moderate,Low,Medium,No,API-based,77.4,7.88,13.3,58.7,Medium
AAI-03084,Energy,Medium,Customer Experience,Advanced,Strategy Insights Agent,Customer Support,High,Hybrid,82.3,Complex,Medium,Medium,Yes,Enterprise-wide,80.4,11.35,16.5,61.2,High
AAI-03085,Manufacturing,Small,IT,Developing,Knowledge Management Agent,Service Desk Automation,High,Hybrid,56.6,Moderate,Low,Medium,Yes,Standalone,75.7,10.69,16.9,55.2,Medium
AAI-03086,Education,Medium,Operations,Early,Customer Experience Agent,Process Automation,Medium,Rule-based,27.0,Simple,Low,Medium,Yes,Standalone,65.7,3.45,11.8,57.4,Low
AAI-03087,Retail,Medium,Operations,Developing,Strategy Insights Agent,Workflow Orchestration,High,Hybrid,62.6,Moderate,Low,Medium,No,Standalone,62.3,11.71,11.9,35.5,Low
AAI-03088,Professional Services,Small,Risk & Compliance,Advanced,Workflow Automation Agent,Risk Assessment,High,Rule-based,55.0,Moderate,Low,Medium,Yes,API-based,93.4,8.26,24.0,70.8,Medium
AAI-03089,Technology,Medium,Marketing,Early,Finance Operations Agent,Lead Qualification,Low,Hybrid,45.3,Simple,High,High,Yes,Standalone,51.8,4.66,2.7,65.5,Low
AAI-03090,Technology,Enterprise,Finance,Developing,Knowledge Management Agent,Procurement Optimization,Low,Rule-based,36.6,Simple,High,High,Yes,Enterprise-wide,79.2,2.9,15.6,85.9,High
AAI-03091,Education,Medium,IT,Developing,Procurement Agent,System Monitoring,Low,Hybrid,46.4,Simple,Medium,High,No,API-based,63.0,5.08,8.5,64.0,Low
AAI-03092,Logistics,Enterprise,Risk & Compliance,Leading,Workflow Automation Agent,Regulatory Reporting,High,Rule-based,52.9,Moderate,Low,Medium,Yes,Enterprise-wide,87.8,5.69,21.3,63.9,High
AAI-03093,Logistics,Large,Risk & Compliance,Advanced,Workflow Automation Agent,Risk Assessment,High,Hybrid,67.9,Complex,Low,Low,Yes,API-based,85.7,10.59,17.1,55.7,Medium
AAI-03094,Healthcare,Medium,Human Resources,Developing,Workflow Automation Agent,Talent Screening,Low,Hybrid,58.0,Moderate,High,High,Yes,Standalone,55.8,6.19,4.1,63.9,Medium
AAI-03095,Financial Services,Medium,Operations,Developing,Executive Assistant Agent,Demand Forecasting,Medium,Hybrid,63.9,Simple,High,High,Yes,API-based,86.8,6.28,21.5,79.9,High
AAI-03096,Financial Services,Large,Human Resources,Developing,Strategy Insights Agent,Employee Support,Medium,Rule-based,54.3,Simple,High,High,Yes,API-based,76.2,6.92,13.5,73.1,Medium
AAI-03097,Logistics,Medium,Customer Experience,Developing,Knowledge Management Agent,Customer Support,Medium,ML-based,52.1,Moderate,High,Medium,Yes,Standalone,68.4,10.9,10.4,63.6,Medium
AAI-03098,Manufacturing,Small,Human Resources,Leading,Customer Experience Agent,Learning & Development,High,Rule-based,67.0,Moderate,Medium,Medium,Yes,Enterprise-wide,92.1,7.1,28.4,73.7,High
AAI-03099,Healthcare,Large,CEO Office,Leading,Strategy Insights Agent,Strategic Planning,High,ML-based,73.3,Complex,Low,Low,Yes,Enterprise-wide,88.0,12.98,20.7,58.9,High
AAI-03100,Technology,Small,Risk & Compliance,Early,Strategy Insights Agent,Regulatory Reporting,Low,Rule-based,20.0,Moderate,High,High,Yes,Standalone,56.1,9.39,1.7,73.6,Medium
AAI-03101,Retail,Medium,Risk & Compliance,Developing,Customer Experience Agent,Policy Monitoring,Medium,ML-based,62.6,Moderate,High,Medium,Yes,Standalone,72.3,7.44,9.9,60.0,Medium
AAI-03102,Financial Services,Enterprise,Customer Experience,Leading,Strategy Insights Agent,Customer Support,High,Hybrid,79.9,Moderate,Low,Medium,No,Enterprise-wide,80.7,9.7,17.3,53.3,High
AAI-03103,Financial Services,Large,Human Resources,Developing,Workflow Automation Agent,Learning & Development,Medium,Hybrid,45.4,Simple,High,Medium,Yes,Enterprise-wide,78.8,5.36,14.2,57.5,Medium
AAI-03104,Logistics,Small,Risk & Compliance,Early,Customer Experience Agent,Risk Assessment,Medium,Rule-based,38.1,Moderate,Low,Medium,No,Standalone,55.3,8.09,7.4,40.0,Low
AAI-03105,Technology,Medium,Finance,Developing,Knowledge Management Agent,Procurement Optimization,Medium,Rule-based,34.2,Moderate,Low,Medium,Yes,API-based,77.3,5.69,18.6,68.3,Medium
AAI-03106,Retail,Medium,Operations,Developing,Strategy Insights Agent,Operational Monitoring,Medium,Hybrid,55.4,Moderate,Medium,High,Yes,Standalone,81.5,8.56,16.2,79.6,Medium
AAI-03107,Logistics,Small,Customer Experience,Developing,Risk Monitoring Agent,Service Personalization,Medium,Rule-based,34.2,Simple,Low,Medium,Yes,API-based,72.5,5.67,11.7,65.8,Medium
AAI-03108,Logistics,Medium,Finance,Developing,Knowledge Management Agent,Budgeting,Low,Hybrid,43.5,Simple,Medium,Medium,Yes,API-based,73.4,5.95,11.3,72.5,Medium
AAI-03109,Government,Enterprise,Human Resources,Early,Knowledge Management Agent,Workforce Planning,Low,Hybrid,37.5,Simple,High,High,Yes,API-based,66.8,3.01,8.0,69.2,Medium
AAI-03110,Professional Services,Small,Marketing,Early,Talent Intelligence Agent,Lead Qualification,Low,ML-based,24.6,Simple,High,Medium,Yes,Standalone,54.4,5.38,1.5,69.2,Low
AAI-03111,Energy,Small,Human Resources,Advanced,Customer Experience Agent,Employee Support,Low,ML-based,46.6,Moderate,Medium,Medium,No,API-based,75.5,6.38,13.6,51.7,Low
AAI-03112,Financial Services,Medium,IT,Developing,Risk Monitoring Agent,Incident Triage,Medium,Hybrid,60.5,Moderate,High,High,Yes,Standalone,70.0,9.27,9.9,72.2,Medium
AAI-03113,Energy,Medium,Finance,Advanced,Knowledge Management Agent,Procurement Optimization,High,ML-based,66.3,Moderate,Low,Low,Yes,API-based,78.8,7.21,21.1,52.1,Medium
AAI-03114,Logistics,Enterprise,Human Resources,Developing,Knowledge Management Agent,Talent Screening,Medium,Hybrid,53.5,Moderate,Medium,Medium,Yes,Enterprise-wide,74.9,4.97,11.3,73.9,High
AAI-03115,Financial Services,Large,Strategy,Leading,Decision Support Agent,Scenario Planning,High,Hybrid,83.6,Complex,Low,Low,Yes,API-based,70.2,9.85,14.7,44.7,High
AAI-03116,Manufacturing,Medium,Operations,Developing,Executive Assistant Agent,Operational Monitoring,Medium,Hybrid,54.2,Moderate,Medium,Medium,Yes,API-based,71.3,9.27,12.2,63.8,Medium
AAI-03117,Professional Services,Small,Human Resources,Developing,Executive Assistant Agent,Workforce Planning,Low,Hybrid,50.9,Simple,High,High,Yes,Standalone,74.1,5.65,7.1,66.1,Low
AAI-03118,Telecommunications,Small,Risk & Compliance,Advanced,Talent Intelligence Agent,Risk Assessment,Medium,ML-based,57.6,Complex,Medium,Medium,No,API-based,70.8,9.91,12.2,43.2,Medium
AAI-03119,Government,Medium,IT,Developing,Finance Operations Agent,Knowledge Retrieval,High,Hybrid,62.3,Moderate,Low,Low,Yes,Standalone,61.5,8.98,6.7,54.9,Medium
AAI-03120,Financial Services,Large,CEO Office,Early,Knowledge Management Agent,Executive Reporting,Low,Rule-based,20.0,Simple,High,High,No,API-based,58.1,2.93,1.6,55.5,Low
AAI-03121,Healthcare,Small,IT,Developing,Executive Assistant Agent,Knowledge Retrieval,Medium,Hybrid,60.2,Simple,High,High,Yes,Standalone,75.7,7.44,11.1,78.4,Medium
AAI-03122,Energy,Large,Strategy,Developing,Strategy Insights Agent,Scenario Planning,Medium,Hybrid,53.1,Moderate,High,Medium,No,API-based,66.8,6.79,9.0,45.2,Low
AAI-03123,Manufacturing,Enterprise,CEO Office,Leading,Workflow Automation Agent,Cross-Functional Coordination,Medium,ML-based,84.7,Complex,Low,Medium,Yes,Enterprise-wide,78.0,10.25,16.8,63.3,High
AAI-03124,Energy,Medium,Finance,Early,Strategy Insights Agent,Financial Forecasting,Low,Hybrid,42.9,Moderate,High,Medium,Yes,Standalone,53.2,8.25,4.3,70.1,Low
AAI-03125,Financial Services,Large,Strategy,Early,Decision Support Agent,Competitive Intelligence,Low,Rule-based,36.9,Moderate,High,High,Yes,Standalone,65.0,6.53,2.2,75.8,Medium
AAI-03126,Retail,Medium,Operations,Developing,Finance Operations Agent,Operational Monitoring,Medium,ML-based,58.8,Moderate,Medium,Medium,Yes,Standalone,65.9,8.08,7.0,57.6,Medium
AAI-03127,Energy,Large,Marketing,Early,Talent Intelligence Agent,Campaign Optimization,Low,Hybrid,33.0,Simple,High,Medium,Yes,API-based,57.8,1.96,4.4,56.4,Low
AAI-03128,Telecommunications,Enterprise,Human Resources,Advanced,Decision Support Agent,Employee Support,High,Hybrid,75.8,Complex,Low,Medium,Yes,Enterprise-wide,89.2,10.18,24.2,64.9,High
AAI-03129,Manufacturing,Medium,Marketing,Leading,Strategy Insights Agent,Campaign Optimization,High,Rule-based,64.9,Moderate,Low,Medium,Yes,API-based,76.3,8.17,16.7,53.5,High
AAI-03130,Telecommunications,Small,Risk & Compliance,Early,Finance Operations Agent,Risk Assessment,Low,Rule-based,20.0,Simple,High,High,Yes,Standalone,69.4,4.49,11.5,78.2,Medium
AAI-03131,Healthcare,Medium,Finance,Advanced,Knowledge Management Agent,Financial Forecasting,Medium,ML-based,67.1,Simple,High,Medium,Yes,API-based,81.3,4.96,16.4,70.5,Medium
AAI-03132,Retail,Large,Human Resources,Leading,Workflow Automation Agent,Learning & Development,High,Hybrid,65.6,Complex,Low,Medium,Yes,Enterprise-wide,86.9,10.18,23.6,73.7,High
AAI-03133,Manufacturing,Small,Operations,Developing,Strategy Insights Agent,Workflow Orchestration,High,Hybrid,53.6,Moderate,Low,Medium,Yes,Standalone,78.5,7.96,12.0,51.8,Medium
AAI-03134,Telecommunications,Enterprise,Risk & Compliance,Developing,Workflow Automation Agent,Regulatory Reporting,Medium,Hybrid,44.6,Simple,High,Medium,Yes,API-based,78.7,4.32,12.5,74.5,Medium
AAI-03135,Retail,Small,Marketing,Developing,Workflow Automation Agent,Lead Qualification,Low,ML-based,48.1,Simple,High,High,Yes,Standalone,63.3,6.03,1.5,72.4,Medium
AAI-03136,Government,Enterprise,Customer Experience,Developing,Decision Support Agent,Customer Support,Low,Rule-based,42.4,Simple,Medium,High,Yes,Enterprise-wide,80.2,3.35,13.1,88.3,High
AAI-03137,Retail,Large,Strategy,Early,Executive Assistant Agent,Strategic Planning,Low,Hybrid,43.3,Moderate,Medium,Medium,No,API-based,47.4,6.82,3.2,37.1,Low
AAI-03138,Financial Services,Medium,IT,Advanced,Executive Assistant Agent,Incident Triage,Medium,ML-based,62.9,Moderate,High,Medium,Yes,Enterprise-wide,86.7,6.4,24.7,77.5,High
AAI-03139,Healthcare,Large,Strategy,Advanced,Talent Intelligence Agent,Competitive Intelligence,Medium,ML-based,78.3,Moderate,Medium,Medium,Yes,Enterprise-wide,68.1,8.4,10.9,55.6,Medium
AAI-03140,Financial Services,Large,IT,Developing,Procurement Agent,System Monitoring,High,Rule-based,50.5,Moderate,Low,Medium,No,Standalone,71.5,11.61,13.6,40.4,Low
AAI-03141,Healthcare,Small,IT,Advanced,Executive Assistant Agent,System Monitoring,Medium,Rule-based,67.5,Moderate,High,High,Yes,API-based,73.4,8.0,10.4,89.3,High
AAI-03142,Technology,Enterprise,Marketing,Developing,Risk Monitoring Agent,Campaign Optimization,Medium,Hybrid,60.4,Moderate,Medium,Medium,Yes,Enterprise-wide,71.1,6.55,12.5,60.7,Medium
AAI-03143,Healthcare,Medium,CEO Office,Leading,Customer Experience Agent,Executive Reporting,Medium,Hybrid,52.1,Simple,High,Medium,Yes,API-based,88.4,7.0,21.1,85.6,High
AAI-03144,Manufacturing,Enterprise,Finance,Developing,Workflow Automation Agent,Budgeting,Medium,Rule-based,45.6,Moderate,Medium,Medium,Yes,API-based,83.9,6.24,13.8,70.6,Medium
AAI-03145,Financial Services,Small,Operations,Advanced,Decision Support Agent,Demand Forecasting,Medium,Rule-based,48.0,Simple,Medium,High,Yes,API-based,85.5,6.62,17.8,79.1,High
AAI-03146,Telecommunications,Large,Marketing,Leading,Workflow Automation Agent,Lead Qualification,High,ML-based,69.5,Moderate,Low,Medium,Yes,Enterprise-wide,89.5,6.37,20.5,55.7,High
AAI-03147,Manufacturing,Large,Finance,Leading,Procurement Agent,Budgeting,High,Hybrid,78.7,Moderate,Low,Low,Yes,Enterprise-wide,85.8,6.46,20.6,56.1,High
AAI-03148,Professional Services,Medium,CEO Office,Advanced,Risk Monitoring Agent,Leadership Briefing,Medium,Hybrid,65.6,Moderate,Medium,High,Yes,Enterprise-wide,83.9,6.02,16.6,75.4,High
AAI-03149,Telecommunications,Medium,Strategy,Advanced,Decision Support Agent,Competitive Intelligence,High,ML-based,75.6,Complex,Low,Low,Yes,API-based,76.9,10.01,13.9,46.3,Medium
AAI-03150,Technology,Large,Strategy,Advanced,Decision Support Agent,Competitive Intelligence,High,Hybrid,86.4,Complex,Low,Medium,Yes,Enterprise-wide,77.5,15.22,18.8,53.7,High
AAI-03151,Logistics,Medium,Finance,Advanced,Workflow Automation Agent,Budgeting,High,Hybrid,64.9,Moderate,Low,Medium,Yes,API-based,90.7,4.68,22.1,63.4,High
AAI-03152,Financial Services,Large,Strategy,Developing,Customer Experience Agent,Strategic Planning,Low,Rule-based,29.7,Simple,High,High,Yes,API-based,66.5,4.97,9.7,83.8,Medium
AAI-03153,Professional Services,Large,Marketing,Developing,Strategy Insights Agent,Market Analysis,Low,ML-based,41.9,Moderate,Medium,Medium,Yes,API-based,72.5,7.46,10.6,60.2,Medium
AAI-03154,Education,Small,Operations,Developing,Strategy Insights Agent,Process Automation,Medium,Hybrid,62.4,Moderate,Medium,Medium,No,Standalone,72.9,10.97,12.6,52.2,Low
AAI-03155,Energy,Large,Strategy,Advanced,Strategy Insights Agent,Scenario Planning,High,Rule-based,63.0,Moderate,Low,Medium,No,API-based,85.6,9.24,16.3,44.1,Medium
AAI-03156,Logistics,Large,Customer Experience,Developing,Risk Monitoring Agent,Service Personalization,Medium,Hybrid,55.0,Moderate,Medium,Medium,Yes,Enterprise-wide,78.8,8.74,15.6,58.1,Medium
AAI-03157,Financial Services,Small,Finance,Developing,Decision Support Agent,Procurement Optimization,Medium,Rule-based,44.9,Simple,High,High,Yes,API-based,86.6,6.24,16.6,70.3,Medium
AAI-03158,Government,Large,IT,Leading,Knowledge Management Agent,Knowledge Retrieval,High,ML-based,82.1,Complex,Low,Low,Yes,API-based,75.3,10.17,16.6,50.7,High
AAI-03159,Healthcare,Large,Risk & Compliance,Advanced,Workflow Automation Agent,Risk Assessment,High,Hybrid,64.8,Complex,Low,Medium,Yes,API-based,81.1,10.23,21.4,59.4,High
AAI-03160,Manufacturing,Large,CEO Office,Leading,Workflow Automation Agent,Executive Reporting,High,Hybrid,78.6,Complex,Low,Medium,Yes,Enterprise-wide,82.4,9.45,20.0,62.0,High
AAI-03161,Financial Services,Medium,Human Resources,Early,Workflow Automation Agent,Learning & Development,Medium,Rule-based,47.0,Simple,Medium,High,Yes,Standalone,74.7,3.9,10.7,67.9,Medium
AAI-03162,Professional Services,Medium,Risk & Compliance,Advanced,Decision Support Agent,Fraud Detection,Low,Rule-based,43.7,Simple,High,High,Yes,Enterprise-wide,93.2,3.55,16.7,94.2,High
AAI-03163,Retail,Small,Strategy,Early,Workflow Automation Agent,Scenario Planning,Low,ML-based,44.9,Moderate,High,Medium,No,Standalone,49.6,7.09,1.5,39.8,Low
AAI-03164,Energy,Medium,Human Resources,Early,Workflow Automation Agent,Workforce Planning,Low,Rule-based,25.0,Simple,High,High,Yes,Standalone,64.0,6.35,6.1,78.3,Medium
AAI-03165,Government,Large,Marketing,Developing,Talent Intelligence Agent,Lead Qualification,Medium,Hybrid,45.4,Moderate,High,Medium,Yes,Standalone,68.0,8.03,11.7,61.8,Medium
AAI-03166,Education,Large,CEO Office,Developing,Decision Support Agent,Strategic Planning,Medium,Rule-based,43.4,Moderate,Medium,Medium,No,API-based,74.8,4.73,7.6,48.1,Medium
AAI-03167,Education,Small,Customer Experience,Early,Workflow Automation Agent,Service Personalization,Medium,ML-based,41.1,Moderate,Medium,Medium,Yes,Standalone,60.3,7.33,4.3,52.3,Low
AAI-03168,Manufacturing,Large,Strategy,Developing,Workflow Automation Agent,Competitive Intelligence,Medium,Hybrid,52.8,Moderate,Medium,Medium,Yes,API-based,77.5,7.86,14.2,62.6,Medium
AAI-03169,Retail,Enterprise,Customer Experience,Early,Talent Intelligence Agent,Service Personalization,Low,Hybrid,38.1,Simple,High,High,Yes,Standalone,64.9,5.49,5.3,73.7,Medium
AAI-03170,Retail,Enterprise,Marketing,Early,Executive Assistant Agent,Campaign Optimization,Low,Hybrid,40.1,Simple,Medium,Medium,No,API-based,54.4,5.85,1.5,49.3,Low
AAI-03171,Technology,Medium,Finance,Developing,Finance Operations Agent,Procurement Optimization,Medium,Hybrid,58.9,Simple,High,Medium,Yes,Standalone,84.8,5.91,19.5,71.0,Medium
AAI-03172,Technology,Medium,Human Resources,Developing,Decision Support Agent,Talent Screening,Medium,ML-based,63.5,Simple,Medium,Medium,Yes,API-based,80.0,4.23,17.4,61.5,Medium
AAI-03173,Financial Services,Small,CEO Office,Developing,Workflow Automation Agent,Strategic Planning,Medium,Rule-based,42.9,Moderate,Medium,High,Yes,API-based,84.5,8.73,16.9,73.5,High
AAI-03174,Healthcare,Medium,IT,Leading,Customer Experience Agent,System Monitoring,High,ML-based,72.4,Complex,Low,Low,Yes,API-based,76.6,12.82,13.5,58.8,Medium
AAI-03175,Telecommunications,Small,CEO Office,Leading,Talent Intelligence Agent,Leadership Briefing,Medium,Rule-based,50.8,Moderate,High,High,Yes,Standalone,81.4,6.87,12.4,78.5,High
AAI-03176,Retail,Small,CEO Office,Early,Risk Monitoring Agent,Strategic Planning,Low,Rule-based,34.7,Simple,High,High,Yes,Standalone,48.9,7.2,1.5,68.9,Low
AAI-03177,Logistics,Enterprise,Strategy,Advanced,Knowledge Management Agent,Competitive Intelligence,High,Hybrid,50.2,Moderate,Low,Low,Yes,Enterprise-wide,82.5,8.19,19.8,44.9,High
AAI-03178,Financial Services,Medium,Human Resources,Developing,Executive Assistant Agent,Employee Support,Low,Hybrid,54.3,Moderate,High,High,Yes,API-based,69.5,6.17,12.9,73.9,Medium
AAI-03179,Healthcare,Small,Operations,Developing,Executive Assistant Agent,Operational Monitoring,Medium,Hybrid,59.3,Moderate,Medium,Medium,Yes,Standalone,64.5,7.23,9.4,57.4,Medium
AAI-03180,Energy,Large,Marketing,Advanced,Knowledge Management Agent,Content Personalization,Medium,ML-based,49.5,Moderate,Medium,Medium,No,API-based,74.4,6.51,11.1,52.2,Low
AAI-03181,Healthcare,Medium,Finance,Advanced,Executive Assistant Agent,Financial Forecasting,High,ML-based,79.5,Complex,Low,Low,Yes,API-based,80.5,14.17,16.3,42.3,Medium
AAI-03182,Financial Services,Medium,Customer Experience,Early,Knowledge Management Agent,Escalation Routing,Low,Rule-based,34.3,Moderate,High,High,Yes,Standalone,52.1,6.23,2.7,78.0,Low
AAI-03183,Technology,Large,Risk & Compliance,Early,Risk Monitoring Agent,Regulatory Reporting,Low,Rule-based,23.2,Simple,High,High,Yes,API-based,66.5,6.12,7.1,77.4,Medium
AAI-03184,Energy,Small,IT,Developing,Executive Assistant Agent,Knowledge Retrieval,Low,Hybrid,46.6,Simple,High,Medium,Yes,Standalone,76.2,7.2,9.2,72.1,Medium
AAI-03185,Government,Large,Operations,Early,Talent Intelligence Agent,Workflow Orchestration,Low,Hybrid,37.3,Simple,High,High,No,Standalone,53.5,2.99,1.5,53.2,Low
AAI-03186,Healthcare,Small,Strategy,Developing,Executive Assistant Agent,Scenario Planning,Medium,Hybrid,60.4,Moderate,Medium,Medium,No,API-based,59.2,6.51,7.0,35.0,Medium
AAI-03187,Financial Services,Large,CEO Office,Early,Workflow Automation Agent,Cross-Functional Coordination,Low,ML-based,26.5,Simple,High,Medium,Yes,API-based,68.4,3.17,7.0,82.7,Medium
AAI-03188,Energy,Small,Marketing,Early,Customer Experience Agent,Lead Qualification,Low,ML-based,40.4,Simple,High,Medium,Yes,Standalone,61.2,4.48,3.5,67.9,Low
AAI-03189,Telecommunications,Small,Strategy,Advanced,Customer Experience Agent,Strategic Planning,High,Hybrid,79.5,Complex,Medium,Low,Yes,API-based,71.0,9.59,10.1,49.6,Medium
AAI-03190,Government,Medium,CEO Office,Developing,Finance Operations Agent,Leadership Briefing,Medium,Rule-based,47.4,Moderate,Medium,High,Yes,Standalone,73.7,8.11,12.4,64.1,Medium
AAI-03191,Logistics,Medium,Risk & Compliance,Developing,Decision Support Agent,Policy Monitoring,Low,Hybrid,54.8,Simple,High,High,Yes,Standalone,73.1,4.48,6.8,77.4,Medium
AAI-03192,Professional Services,Large,Marketing,Advanced,Strategy Insights Agent,Campaign Optimization,Medium,ML-based,65.5,Moderate,Medium,Medium,No,Enterprise-wide,66.3,6.82,13.3,45.2,Medium
